Location,Order #,Sent Date,Menu Item,Menu Group,Menu,Sales Category,Net Price,Qty,Void?
Los Gatos,14,4/4/24 6:43 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,14,4/4/24 6:43 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,14,4/4/24 6:43 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,19.00,1.0,false
Los Gatos,15,4/4/24 6:43 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,15,4/4/24 6:43 PM,GLS Paul Janin Beaujolais,Red,BTG WINE,Wine on Premise,18.00,1.0,false
Los Gatos,9,4/4/24 6:44 PM,"Deschutes, Fresh Squeezed IPA",Beer,BEVERAGES,Bottled Beer,8.00,1.0,false
Los Gatos,9,4/4/24 6:44 PM,GLS Paolo Cali Nero,Red,BTG WINE,Wine on Premise,30.00,2.0,false
Los Gatos,6,4/4/24 6:44 PM,GLS Laird Jillian's Blend 17,Red,BTG WINE,Wine on Premise,25.00,1.0,false
Los Gatos,6,4/4/24 6:44 PM,GLS Collematoni Brunello 18,Red,BTG WINE,Wine on Premise,35.00,1.0,false
Los Gatos,18,4/4/24 6:45 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,18,4/4/24 6:48 PM,GLS The Climber Red Blend,Red,BTG WINE,Wine on Premise,24.00,1.0,false
Los Gatos,9,4/4/24 6:53 PM,Sfogliatelle,DOLCI,FOOD,Food,20.00,2.0,false
Los Gatos,9,4/4/24 6:53 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,9,4/4/24 6:53 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,4.00,1.0,false
Los Gatos,9,4/4/24 6:55 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,15,4/4/24 6:58 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,13,4/4/24 6:58 PM,Cannoli,DOLCI,FOOD,Food,15.00,1.0,false
Los Gatos,19,4/4/24 7:08 PM,Parmigiano Porcini,SALUMI,FOOD,Food,0.00,1.0,false
Los Gatos,19,4/4/24 7:08 PM,Nostrano,SALUMI,FOOD,Food,0.00,1.0,false
Los Gatos,19,4/4/24 7:08 PM,Duck Salami,SALUMI,FOOD,Food,0.00,1.0,false
Los Gatos,19,4/4/24 7:08 PM,Salametto,SALUMI,FOOD,Food,0.00,1.0,false
Los Gatos,19,4/4/24 7:08 PM,Carbonara,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,20,4/4/24 7:10 PM,GLS Small Lot Cab,Red,BTG WINE,Wine on Premise,50.00,2.0,false
Los Gatos,21,4/4/24 7:10 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,19.00,1.0,false
Los Gatos,21,4/4/24 7:10 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,21,4/4/24 7:10 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,21,4/4/24 7:12 PM,GLS Akilia Mencia Bierzo,Red,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,21,4/4/24 7:12 PM,GLS Lloyd Chardonnay,White,BTG WINE,Wine on Premise,22.00,1.0,false
Los Gatos,15,4/4/24 7:12 PM,GLS Paul Janin Beaujolais,Red,BTG WINE,Wine on Premise,18.00,1.0,false
Los Gatos,13,4/4/24 7:15 PM,BTL Riva Leone Barbera,Red,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,21,4/4/24 7:18 PM,GLS Maria Bonito Vinho Verde,White,BTG WINE,Wine on Premise,11.00,1.0,false
Los Gatos,21,4/4/24 7:18 PM,GLS Collematoni Brunello 18,Red,BTG WINE,Wine on Premise,35.00,1.0,false
Los Gatos,19,4/4/24 7:19 PM,Pecorino Sole di Sicilia con pistachio in crosta,FORMAGGI,FOOD,Food,0.00,1.0,false
Los Gatos,10,4/4/24 7:20 PM,BTL Lloyd Chardonnay,White,BTG WINE,Wine on Premise,58.00,1.0,false
Los Gatos,18,4/4/24 7:20 PM,Sfogliatelle,DOLCI,FOOD,Food,10.00,1.0,false
Los Gatos,20,4/4/24 7:25 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,20,4/4/24 7:27 PM,GLS Small Lot Cab,Red,BTG WINE,Wine on Premise,50.00,2.0,false
Los Gatos,20,4/4/24 7:27 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,20,4/4/24 7:27 PM,Gluten Free Bread,ACCOMPAGNAMENTI,FOOD,Food,5.00,1.0,false
Los Gatos,20,4/4/24 7:28 PM,Funghi,CROSTINI,FOOD,Food,17.00,1.0,false
Los Gatos,22,4/4/24 7:36 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,17,4/4/24 7:36 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,22,4/4/24 7:40 PM,GLS Cotiere Pinot Noir,Red,BTG WINE,Wine on Premise,17.00,1.0,false
Los Gatos,22,4/4/24 7:40 PM,GLS Small Lot Cab,Red,BTG WINE,Wine on Premise,0.00,1.0,false
Los Gatos,22,4/4/24 7:41 PM,Kids Pasta,PASTA/ENTREES,FOOD,Food,20.00,2.0,false
Los Gatos,22,4/4/24 7:41 PM,Blood Orange,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,22,4/4/24 7:44 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,22,4/4/24 7:44 PM,Caesar,INSALATE,FOOD,Food,27.00,1.0,false
Los Gatos,22,4/4/24 7:44 PM,Spring Ravioli,PASTA/ENTREES,FOOD,Food,16.00,1.0,false
Los Gatos,19,4/4/24 7:51 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,0.00,1.0,false
Los Gatos,23,4/4/24 7:54 PM,DD DiStefano Burrata,DOORDASH,FOOD,Food,26.00,1.0,false
Los Gatos,23,4/4/24 7:54 PM,DD MISTA,DOORDASH,FOOD,Food,27.00,1.0,false
Los Gatos,24,4/4/24 8:14 PM,BTL Brady Cab,Red,BTG WINE,Wine on Premise,34.00,1.0,false
Los Gatos,24,4/4/24 8:14 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,22,4/4/24 8:16 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,17,4/4/24 8:17 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,17,4/4/24 8:17 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,17,4/4/24 8:17 PM,Calabrese Lo Riscaldo,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,20,4/4/24 8:22 PM,Half Small Lot Cab,Red,BTG WINE,Wine on Premise,39.00,3.0,false
Los Gatos,25,4/4/24 8:28 PM,RET Maria Bonito Vinho Verde,White,BTG WINE,Wine on Premise,56.00,4.0,false
Los Gatos,1,4/5/24 12:12 PM,"RET L'Arco ""Pario"" Rosso 15",Red L-P,WINE,Retail Wine,65.00,1.0,false
Los Gatos,1,4/5/24 12:12 PM,RET Assiduous Pinot,Red,BTG WINE,Wine on Premise,35.00,1.0,false
Los Gatos,2,4/5/24 12:12 PM,Tonno with Crostini,SFIZI,FOOD,Food,15.00,1.0,false
Los Gatos,2,4/5/24 12:12 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,2,4/5/24 12:12 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,2,4/5/24 12:12 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,2,4/5/24 12:12 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,36.00,2.0,false
Los Gatos,3,4/5/24 12:17 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,3,4/5/24 12:17 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,4,4/5/24 12:25 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,4,4/5/24 12:25 PM,Classic Bruschetta,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,4,4/5/24 12:25 PM,Calabrese Lo Riscaldo,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,4,4/5/24 12:25 PM,Duvel Belgian Ale,Beer,BEVERAGES,Bottled Beer,10.00,1.0,false
Los Gatos,4,4/5/24 12:25 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,4,4/5/24 12:49 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,5,4/5/24 12:53 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,5,4/5/24 12:53 PM,Gorgonzola Salad,INSALATE,FOOD,Food,26.00,1.0,false
Los Gatos,5,4/5/24 12:53 PM,Caprese Panini,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,6,4/5/24 12:59 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,6,4/5/24 12:59 PM,GLS Borgo Paglianetto Verdicchio,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,7,4/5/24 12:59 PM,BTL Fornaci Gavi,White,BTG WINE,Wine on Premise,56.00,1.0,false
Los Gatos,7,4/5/24 12:59 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,7,4/5/24 1:00 PM,Caprese Insalate,INSALATE,FOOD,Food,27.00,1.0,false
Los Gatos,7,4/5/24 1:00 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,5,4/5/24 1:04 PM,GLS Collematoni Brunello 18,Red,BTG WINE,Wine on Premise,35.00,1.0,false
Los Gatos,5,4/5/24 1:04 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,5,4/5/24 1:04 PM,GLS Small Lot Cab,Red,BTG WINE,Wine on Premise,25.00,1.0,false
Los Gatos,6,4/5/24 1:11 PM,Marzano Barolo,HEIRLOOM MENU,FOOD,Food,36.00,2.0,false
Los Gatos,6,4/5/24 1:11 PM,Caprese Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,4,4/5/24 1:13 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,6,4/5/24 1:29 PM,GLS Borgo Paglianetto Verdicchio,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,6,4/5/24 1:29 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,8,4/5/24 1:38 PM,Sonny's Sandwich,ITALIAN AMERICAN,FOOD,Food,20.00,1.0,false
Los Gatos,8,4/5/24 1:38 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,8,4/5/24 1:38 PM,BTL Sheldon 'Tension & Release',Red,BTG WINE,Wine on Premise,38.00,1.0,false
Los Gatos,9,4/5/24 1:42 PM,BTL LCN Nebbiolo,Red,BTG WINE,Wine on Premise,25.00,1.0,false
Los Gatos,9,4/5/24 1:44 PM,Parmegiano Reggiano,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,9,4/5/24 1:44 PM,Fontina Aosta,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,9,4/5/24 1:44 PM,Truffolina,FORMAGGI,FOOD,Food,6.00,1.0,false
Los Gatos,9,4/5/24 1:44 PM,DiStefano Burrata,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,9,4/5/24 1:44 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,10,4/5/24 2:06 PM,Caesar,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,10,4/5/24 2:06 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,0.00,1.0,false
Los Gatos,11,4/5/24 2:28 PM,Sinfonia (Mezzo),PROPOSTA DELLA CASA,FOOD,Food,42.00,1.0,false
Los Gatos,11,4/5/24 2:28 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,12,4/5/24 2:30 PM,Bolzano,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,12,4/5/24 2:30 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,12,4/5/24 2:34 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,48.00,2.0,false
Los Gatos,12,4/5/24 2:34 PM,BTL Lloyd Chardonnay,White,BTG WINE,Wine on Premise,58.00,1.0,false
Los Gatos,13,4/5/24 2:40 PM,Tonno Insalate,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,14,4/5/24 3:04 PM,RET Fornaci Gavi,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,12,4/5/24 3:28 PM,BTL Lloyd Chardonnay,White,BTG WINE,Wine on Premise,58.00,1.0,false
Los Gatos,15,4/5/24 3:37 PM,Pecorino Moliternino,FORMAGGI,FOOD,Food,6.00,1.0,false
Los Gatos,15,4/5/24 3:37 PM,Taleggio Classico,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,15,4/5/24 3:37 PM,Guanciale,SALUMI,FOOD,Food,4.00,1.0,false
Los Gatos,15,4/5/24 3:38 PM,Duck Salami,SALUMI,FOOD,Food,8.00,1.0,false
Los Gatos,15,4/5/24 3:38 PM,WC The Boot,Flights,BTG WINE,Wine on Premise,20.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,GLS Barnier Rose Champagne,Sparkling,BTG WINE,Wine on Premise,0.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,Duck Salami,SALUMI,FOOD,Food,0.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,Salametto,SALUMI,FOOD,Food,0.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,Robiola Bosina,FORMAGGI,FOOD,Food,0.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,Pecorino Sole di Sicilia con zafferano,FORMAGGI,FOOD,Food,0.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,Spring Ravioli,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,16,4/5/24 4:14 PM,Carbonara,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,15,4/5/24 4:17 PM,Half Paolo Cali Nero,Red,BTG WINE,Wine on Premise,7.50,1.0,false
Los Gatos,17,4/5/24 4:34 PM,Tonno Insalate,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,18,4/5/24 4:45 PM,DD Tiramisu,DOORDASH,FOOD,Food,15.00,1.0,false
Los Gatos,18,4/5/24 4:45 PM,DD MISTA,DOORDASH,FOOD,Food,15.00,1.0,false
Los Gatos,18,4/5/24 4:45 PM,DD GORGONZOLA,DOORDASH,FOOD,Food,19.00,1.0,false
Los Gatos,18,4/5/24 4:45 PM,DD Sausage & Peppers,DOORDASH,FOOD,Food,19.00,1.0,false
Los Gatos,18,4/5/24 4:45 PM,DD Lasagne,DOORDASH,FOOD,Food,22.00,1.0,false
Los Gatos,18,4/5/24 4:45 PM,DD Eggplant Parm,DOORDASH,FOOD,Food,29.00,1.0,false
Los Gatos,16,4/5/24 4:56 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,16,4/5/24 4:56 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,0.00,1.0,false
Los Gatos,19,4/5/24 5:03 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,19.00,1.0,false
Los Gatos,19,4/5/24 5:06 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,19,4/5/24 5:08 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,19,4/5/24 5:08 PM,Diavola,SFIZI,FOOD,Food,12.50,1.0,false
Los Gatos,19,4/5/24 5:14 PM,Duck Salami,SALUMI,FOOD,Food,8.00,1.0,false
Los Gatos,19,4/5/24 5:14 PM,Wild Boar Salami,SALUMI,FOOD,Food,9.00,1.0,false
Los Gatos,19,4/5/24 5:14 PM,Fontina Aosta,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,19,4/5/24 5:14 PM,Provolone Piccante,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,19,4/5/24 5:14 PM,Robiola Bosina,FORMAGGI,FOOD,Food,6.50,1.0,false
Los Gatos,19,4/5/24 5:14 PM,Spicy Capicollo,SALUMI,FOOD,Food,4.50,1.0,false
Los Gatos,20,4/5/24 5:14 PM,BTL Montpelier Viognier 21,White,BTG WINE,Wine on Premise,18.00,1.0,false
Los Gatos,20,4/5/24 5:14 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,20,4/5/24 5:14 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,21,4/5/24 5:19 PM,GLS Maria Bonito Vinho Verde,White,BTG WINE,Wine on Premise,11.00,1.0,false
Los Gatos,21,4/5/24 5:19 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,11,4/5/24 5:19 PM,Corkage Fee,MISC,WINE,Wine on Premise,25.00,1.0,false
Los Gatos,21,4/5/24 5:23 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,21,4/5/24 5:23 PM,Caesar,INSALATE,FOOD,Food,21.00,1.0,false
Los Gatos,21,4/5/24 5:23 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,23,4/5/24 5:33 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,23,4/5/24 5:33 PM,Funghi,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,23,4/5/24 5:33 PM,BTL Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,50.00,1.0,false
Los Gatos,24,4/5/24 5:39 PM,WC Colossal California,Flights,BTG WINE,Wine on Premise,40.00,2.0,false
Los Gatos,24,4/5/24 5:39 PM,Funghi,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,24,4/5/24 5:39 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,20,4/5/24 5:41 PM,Orange Honey,ACCOMPAGNAMENTI,FOOD,Food,5.00,1.0,false
Los Gatos,25,4/5/24 5:44 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,25,4/5/24 5:44 PM,Sonny's Sandwich,ITALIAN AMERICAN,FOOD,Food,20.00,1.0,false
Los Gatos,25,4/5/24 5:44 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,26,4/5/24 5:46 PM,BTL Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,50.00,1.0,false
Los Gatos,26,4/5/24 5:46 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,26,4/5/24 5:47 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,26,4/5/24 5:47 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,26,4/5/24 5:47 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,23,4/5/24 5:48 PM,Funghi,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,23,4/5/24 5:48 PM,Caesar,INSALATE,FOOD,Food,21.00,1.0,false
Los Gatos,23,4/5/24 5:49 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,23,4/5/24 5:49 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,23,4/5/24 5:49 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,23,4/5/24 5:49 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,27,4/5/24 5:53 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,8.00,2.0,false
Los Gatos,27,4/5/24 5:53 PM,GLS Dashe Zinfandel 2021,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,27,4/5/24 5:53 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,28,4/5/24 5:55 PM,BTL Laird Jillian's Blend 17,Red,BTG WINE,Wine on Premise,70.00,1.0,false
Los Gatos,28,4/5/24 5:55 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,28,4/5/24 5:55 PM,Tonno with Crostini,SFIZI,FOOD,Food,15.00,1.0,false
Los Gatos,23,4/5/24 5:56 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,29,4/5/24 5:58 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,29,4/5/24 5:58 PM,Caprese Panini,PANINI,FOOD,Food,22.00,1.0,false
Los Gatos,30,4/5/24 6:02 PM,GLS Collematoni Brunello 18,Red,BTG WINE,Wine on Premise,0.00,1.0,false
Los Gatos,20,4/5/24 6:07 PM,BTL Montpelier Viognier 21,White,BTG WINE,Wine on Premise,18.00,1.0,false
Los Gatos,21,4/5/24 6:07 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,4.00,1.0,false
Los Gatos,31,4/5/24 6:11 PM,BTL Fornaci Gavi,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,31,4/5/24 6:15 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,31,4/5/24 6:15 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,31,4/5/24 6:15 PM,Kids Pasta,PASTA/ENTREES,FOOD,Food,8.00,1.0,false
Los Gatos,31,4/5/24 6:15 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,32,4/5/24 6:18 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,32,4/5/24 6:18 PM,Caprese Insalate,INSALATE,FOOD,Food,36.00,2.0,false
Los Gatos,32,4/5/24 6:18 PM,Spring Ravioli,PASTA/ENTREES,FOOD,Food,32.00,2.0,false
Los Gatos,32,4/5/24 6:18 PM,BTL Dashe Zinfandel 2021,Red,BTG WINE,Wine on Premise,64.00,1.0,false
Los Gatos,29,4/5/24 6:19 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,23,4/5/24 6:19 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,26.00,2.0,false
Los Gatos,24,4/5/24 6:24 PM,RET Small Lot Cab,Red,BTG WINE,Wine on Premise,63.00,1.0,false
Los Gatos,33,4/5/24 6:26 PM,Blood Orange,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,33,4/5/24 6:26 PM,GLS The Climber Red Blend,Red,BTG WINE,Wine on Premise,24.00,1.0,false
Los Gatos,33,4/5/24 6:26 PM,GLS Small Lot Cab,Red,BTG WINE,Wine on Premise,25.00,1.0,false
Los Gatos,23,4/5/24 6:26 PM,GLS Lanciola Colli Fiorentini,Red,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,34,4/5/24 6:26 PM,Pecorino con Peperoncino,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,34,4/5/24 6:26 PM,Piave Vecchio,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,34,4/5/24 6:26 PM,Robiola Bosina,FORMAGGI,FOOD,Food,6.50,1.0,false
Los Gatos,33,4/5/24 6:26 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,33,4/5/24 6:26 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,33,4/5/24 6:26 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,33,4/5/24 6:26 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,34,4/5/24 6:26 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,34,4/5/24 6:26 PM,GLS Casa Comerci Rosato,Rose,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,34,4/5/24 6:26 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,36.00,2.0,false
Los Gatos,35,4/5/24 6:29 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,35,4/5/24 6:29 PM,GLS Cotiere Pinot Noir,Red,BTG WINE,Wine on Premise,17.00,1.0,false
Los Gatos,35,4/5/24 6:29 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,26,4/5/24 6:35 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,26,4/5/24 6:35 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,36,4/5/24 6:40 PM,GLS La Bernarde Rose,Rose,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,36,4/5/24 6:40 PM,GLS BelleBolle Sparkling Rose,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,35,4/5/24 6:40 PM,Funghi,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,35,4/5/24 6:40 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,35,4/5/24 6:40 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,36,4/5/24 6:41 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,36,4/5/24 6:41 PM,Tricolore,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,36,4/5/24 6:41 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,36.00,2.0,false
Los Gatos,37,4/5/24 6:44 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,37,4/5/24 6:44 PM,Diet Coke,N/A Beverages,BEVERAGES,NA Beverage,4.00,1.0,false
Los Gatos,38,4/5/24 6:45 PM,GLS Cotiere Pinot Noir,Red,BTG WINE,Wine on Premise,34.00,2.0,false
Los Gatos,38,4/5/24 6:45 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,38,4/5/24 6:46 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,38,4/5/24 6:46 PM,Gorgonzola Salad,INSALATE,FOOD,Food,26.00,1.0,false
